sample,label,is_valid
task1\train_data\images\unlabeled\11176.jpeg,69,False
task1\train_data\images\unlabeled\11177.jpeg,52,False
task1\train_data\images\unlabeled\11178.jpeg,42,False
task1\train_data\images\unlabeled\11179.jpeg,89,False
task1\train_data\images\unlabeled\1118.jpeg,8,False
task1\train_data\images\unlabeled\11180.jpeg,74,False
task1\train_data\images\unlabeled\11181.jpeg,6,False
task1\train_data\images\unlabeled\11182.jpeg,51,False
task1\train_data\images\unlabeled\11183.jpeg,4,False
task1\train_data\images\unlabeled\11184.jpeg,47,False
task1\train_data\images\unlabeled\11185.jpeg,37,False
task1\train_data\images\unlabeled\11186.jpeg,19,False
task1\train_data\images\unlabeled\11187.jpeg,16,False
task1\train_data\images\unlabeled\11188.jpeg,8,False
task1\train_data\images\unlabeled\11189.jpeg,61,False
task1\train_data\images\unlabeled\1119.jpeg,18,False
task1\train_data\images\unlabeled\11190.jpeg,78,False
task1\train_data\images\unlabeled\11191.jpeg,3,False
task1\train_data\images\unlabeled\11192.jpeg,64,False
task1\train_data\images\unlabeled\11193.jpeg,52,False
task1\train_data\images\unlabeled\11194.jpeg,69,False
task1\train_data\images\unlabeled\11195.jpeg,14,False
task1\train_data\images\unlabeled\11196.jpeg,56,False
task1\train_data\images\unlabeled\11197.jpeg,42,False
task1\train_data\images\unlabeled\11198.jpeg,91,False
task1\train_data\images\unlabeled\11199.jpeg,90,False
task1\train_data\images\unlabeled\112.jpeg,48,False
task1\train_data\images\unlabeled\1120.jpeg,79,False
task1\train_data\images\unlabeled\11200.jpeg,39,False
task1\train_data\images\unlabeled\11201.jpeg,81,False
task1\train_data\images\unlabeled\11202.jpeg,2,False
task1\train_data\images\unlabeled\11203.jpeg,93,False
task1\train_data\images\unlabeled\11204.jpeg,75,False
task1\train_data\images\unlabeled\11205.jpeg,25,False
task1\train_data\images\unlabeled\11206.jpeg,98,False
task1\train_data\images\unlabeled\11207.jpeg,23,False
task1\train_data\images\unlabeled\11208.jpeg,75,False
task1\train_data\images\unlabeled\11209.jpeg,24,False
task1\train_data\images\unlabeled\1121.jpeg,92,False
task1\train_data\images\unlabeled\11210.jpeg,47,False
task1\train_data\images\unlabeled\11211.jpeg,83,False
task1\train_data\images\unlabeled\11212.jpeg,42,False
task1\train_data\images\unlabeled\11213.jpeg,73,False
task1\train_data\images\unlabeled\11214.jpeg,4,False
task1\train_data\images\unlabeled\11215.jpeg,34,False
task1\train_data\images\unlabeled\11216.jpeg,19,False
task1\train_data\images\unlabeled\11217.jpeg,49,False
task1\train_data\images\unlabeled\11218.jpeg,8,False
task1\train_data\images\unlabeled\11219.jpeg,55,False
task1\train_data\images\unlabeled\1122.jpeg,32,False
task1\train_data\images\unlabeled\11220.jpeg,92,False
task1\train_data\images\unlabeled\11221.jpeg,37,False
task1\train_data\images\unlabeled\11222.jpeg,73,False
task1\train_data\images\unlabeled\11223.jpeg,60,False
task1\train_data\images\unlabeled\11224.jpeg,56,False
task1\train_data\images\unlabeled\11225.jpeg,61,False
task1\train_data\images\unlabeled\11226.jpeg,73,False
task1\train_data\images\unlabeled\11227.jpeg,74,False
task1\train_data\images\unlabeled\11228.jpeg,39,False
task1\train_data\images\unlabeled\11229.jpeg,17,False
task1\train_data\images\unlabeled\1123.jpeg,1,False
task1\train_data\images\unlabeled\11230.jpeg,91,False
task1\train_data\images\unlabeled\11231.jpeg,11,False
task1\train_data\images\unlabeled\11232.jpeg,62,False
task1\train_data\images\unlabeled\11233.jpeg,13,False
task1\train_data\images\unlabeled\11234.jpeg,71,False
task1\train_data\images\unlabeled\11235.jpeg,62,False
task1\train_data\images\unlabeled\11236.jpeg,60,False
task1\train_data\images\unlabeled\11237.jpeg,70,False
task1\train_data\images\unlabeled\11238.jpeg,47,False
task1\train_data\images\unlabeled\11239.jpeg,23,False
task1\train_data\images\unlabeled\1124.jpeg,9,False
task1\train_data\images\unlabeled\11240.jpeg,91,False
task1\train_data\images\unlabeled\11241.jpeg,39,False
task1\train_data\images\unlabeled\11242.jpeg,0,False
task1\train_data\images\unlabeled\11243.jpeg,60,False
task1\train_data\images\unlabeled\11244.jpeg,18,False
task1\train_data\images\unlabeled\11245.jpeg,44,False
task1\train_data\images\unlabeled\11246.jpeg,76,False
task1\train_data\images\unlabeled\11247.jpeg,73,False
task1\train_data\images\unlabeled\11248.jpeg,60,False
task1\train_data\images\unlabeled\11249.jpeg,37,False
task1\train_data\images\unlabeled\1125.jpeg,62,False
task1\train_data\images\unlabeled\11250.jpeg,50,False
task1\train_data\images\unlabeled\11251.jpeg,60,False
task1\train_data\images\unlabeled\11252.jpeg,20,False
task1\train_data\images\unlabeled\11253.jpeg,96,False
task1\train_data\images\unlabeled\11254.jpeg,27,False
task1\train_data\images\unlabeled\11255.jpeg,48,False
task1\train_data\images\unlabeled\11256.jpeg,95,False
task1\train_data\images\unlabeled\11257.jpeg,29,False
task1\train_data\images\unlabeled\11258.jpeg,73,False
task1\train_data\images\unlabeled\11259.jpeg,33,False
task1\train_data\images\unlabeled\1126.jpeg,40,False
task1\train_data\images\unlabeled\11260.jpeg,83,False
task1\train_data\images\unlabeled\11261.jpeg,80,False
task1\train_data\images\unlabeled\11262.jpeg,60,False
task1\train_data\images\unlabeled\11263.jpeg,65,False
task1\train_data\images\unlabeled\11264.jpeg,6,False
task1\train_data\images\unlabeled\11265.jpeg,17,False
task1\train_data\images\unlabeled\11266.jpeg,91,False
task1\train_data\images\unlabeled\11267.jpeg,92,False
task1\train_data\images\unlabeled\11268.jpeg,37,False
task1\train_data\images\unlabeled\11269.jpeg,72,False
task1\train_data\images\unlabeled\1127.jpeg,57,False
task1\train_data\images\unlabeled\11270.jpeg,45,False
task1\train_data\images\unlabeled\11271.jpeg,13,False
task1\train_data\images\unlabeled\11272.jpeg,89,False
task1\train_data\images\unlabeled\11273.jpeg,62,False
task1\train_data\images\unlabeled\11274.jpeg,17,False
task1\train_data\images\unlabeled\11275.jpeg,99,False
task1\train_data\images\unlabeled\11276.jpeg,74,False
task1\train_data\images\unlabeled\11277.jpeg,54,False
task1\train_data\images\unlabeled\11278.jpeg,24,False
task1\train_data\images\unlabeled\11279.jpeg,4,False
task1\train_data\images\unlabeled\1128.jpeg,83,False
task1\train_data\images\unlabeled\11280.jpeg,61,False
task1\train_data\images\unlabeled\11281.jpeg,49,False
task1\train_data\images\unlabeled\11282.jpeg,43,False
task1\train_data\images\unlabeled\11283.jpeg,68,False
task1\train_data\images\unlabeled\11284.jpeg,21,False
task1\train_data\images\unlabeled\11285.jpeg,16,False
task1\train_data\images\unlabeled\11286.jpeg,20,False
task1\train_data\images\unlabeled\11287.jpeg,6,False
task1\train_data\images\unlabeled\11288.jpeg,36,False
task1\train_data\images\unlabeled\11289.jpeg,77,False
task1\train_data\images\unlabeled\1129.jpeg,44,False
task1\train_data\images\unlabeled\11290.jpeg,84,False
task1\train_data\images\unlabeled\11291.jpeg,44,False
task1\train_data\images\unlabeled\11292.jpeg,84,False
task1\train_data\images\unlabeled\11293.jpeg,58,False
task1\train_data\images\unlabeled\11294.jpeg,80,False
task1\train_data\images\unlabeled\11295.jpeg,34,False
task1\train_data\images\unlabeled\11296.jpeg,54,False
task1\train_data\images\unlabeled\11297.jpeg,17,False
task1\train_data\images\unlabeled\11298.jpeg,93,False
task1\train_data\images\unlabeled\11299.jpeg,5,False
task1\train_data\images\unlabeled\113.jpeg,31,False
task1\train_data\images\unlabeled\1130.jpeg,42,False
task1\train_data\images\unlabeled\11300.jpeg,37,False
task1\train_data\images\unlabeled\11301.jpeg,77,False
task1\train_data\images\unlabeled\11302.jpeg,62,False
task1\train_data\images\unlabeled\11303.jpeg,49,False
task1\train_data\images\unlabeled\11304.jpeg,83,False
task1\train_data\images\unlabeled\11305.jpeg,73,False
task1\train_data\images\unlabeled\11306.jpeg,70,False
task1\train_data\images\unlabeled\11307.jpeg,2,False
task1\train_data\images\unlabeled\11308.jpeg,1,False
task1\train_data\images\unlabeled\11309.jpeg,73,False
task1\train_data\images\unlabeled\1131.jpeg,45,False
task1\train_data\images\unlabeled\11310.jpeg,20,False
task1\train_data\images\unlabeled\11311.jpeg,40,False
task1\train_data\images\unlabeled\11312.jpeg,76,False
task1\train_data\images\unlabeled\11313.jpeg,39,False
task1\train_data\images\unlabeled\11314.jpeg,86,False
task1\train_data\images\unlabeled\11315.jpeg,83,False
task1\train_data\images\unlabeled\11316.jpeg,96,False
task1\train_data\images\unlabeled\11317.jpeg,5,False
task1\train_data\images\unlabeled\11318.jpeg,19,False
task1\train_data\images\unlabeled\11319.jpeg,19,False
task1\train_data\images\unlabeled\1132.jpeg,11,False
task1\train_data\images\unlabeled\11320.jpeg,56,False
task1\train_data\images\unlabeled\11321.jpeg,49,False
task1\train_data\images\unlabeled\11322.jpeg,65,False
task1\train_data\images\unlabeled\11323.jpeg,70,False
task1\train_data\images\unlabeled\11324.jpeg,58,False
task1\train_data\images\unlabeled\11325.jpeg,81,False
task1\train_data\images\unlabeled\11326.jpeg,13,False
task1\train_data\images\unlabeled\11327.jpeg,53,False
task1\train_data\images\unlabeled\11328.jpeg,49,False
task1\train_data\images\unlabeled\11329.jpeg,55,False
task1\train_data\images\unlabeled\1133.jpeg,88,False
task1\train_data\images\unlabeled\11330.jpeg,64,False
task1\train_data\images\unlabeled\11331.jpeg,90,False
task1\train_data\images\unlabeled\11332.jpeg,33,False
task1\train_data\images\unlabeled\11333.jpeg,16,False
task1\train_data\images\unlabeled\11334.jpeg,5,False
task1\train_data\images\unlabeled\11335.jpeg,59,False
task1\train_data\images\unlabeled\11336.jpeg,2,False
task1\train_data\images\unlabeled\11337.jpeg,47,False
task1\train_data\images\unlabeled\11338.jpeg,11,False
task1\train_data\images\unlabeled\11339.jpeg,83,False
task1\train_data\images\unlabeled\1134.jpeg,97,False
task1\train_data\images\unlabeled\11340.jpeg,27,False
task1\train_data\images\unlabeled\11341.jpeg,12,False
task1\train_data\images\unlabeled\11342.jpeg,60,False
task1\train_data\images\unlabeled\11343.jpeg,97,False
task1\train_data\images\unlabeled\11344.jpeg,75,False
task1\train_data\images\unlabeled\11345.jpeg,93,False
task1\train_data\images\unlabeled\11346.jpeg,74,False
task1\train_data\images\unlabeled\11347.jpeg,63,False
task1\train_data\images\unlabeled\11348.jpeg,88,False
task1\train_data\images\unlabeled\11349.jpeg,35,False
task1\train_data\images\unlabeled\1135.jpeg,93,False
task1\train_data\images\unlabeled\11350.jpeg,56,False
task1\train_data\images\unlabeled\11351.jpeg,35,False
task1\train_data\images\unlabeled\11352.jpeg,96,False
task1\train_data\images\unlabeled\11353.jpeg,35,False
task1\train_data\images\unlabeled\11354.jpeg,53,False
task1\train_data\images\unlabeled\11355.jpeg,86,False
task1\train_data\images\unlabeled\11356.jpeg,72,False
task1\train_data\images\unlabeled\11357.jpeg,37,False
task1\train_data\images\unlabeled\11358.jpeg,99,False
task1\train_data\images\unlabeled\11359.jpeg,58,False
task1\train_data\images\unlabeled\1136.jpeg,0,False
task1\train_data\images\unlabeled\11360.jpeg,18,False
task1\train_data\images\unlabeled\11361.jpeg,28,False
task1\train_data\images\unlabeled\11362.jpeg,72,False
task1\train_data\images\unlabeled\11363.jpeg,31,False
task1\train_data\images\unlabeled\11364.jpeg,51,False
task1\train_data\images\unlabeled\11365.jpeg,79,False
task1\train_data\images\unlabeled\11366.jpeg,31,False
task1\train_data\images\unlabeled\11367.jpeg,23,False
task1\train_data\images\unlabeled\11368.jpeg,86,False
task1\train_data\images\unlabeled\11369.jpeg,70,False
task1\train_data\images\unlabeled\1137.jpeg,34,False
task1\train_data\images\unlabeled\11370.jpeg,38,False
task1\train_data\images\unlabeled\11371.jpeg,24,False
task1\train_data\images\unlabeled\11372.jpeg,13,False
task1\train_data\images\unlabeled\11373.jpeg,98,False
task1\train_data\images\unlabeled\11374.jpeg,17,False
task1\train_data\images\unlabeled\11375.jpeg,84,False
task1\train_data\images\unlabeled\11376.jpeg,55,False
task1\train_data\images\unlabeled\11377.jpeg,93,False
task1\train_data\images\unlabeled\11378.jpeg,16,False
task1\train_data\images\unlabeled\11379.jpeg,83,False
task1\train_data\images\unlabeled\1138.jpeg,61,False
task1\train_data\images\unlabeled\11380.jpeg,34,False
task1\train_data\images\unlabeled\11381.jpeg,98,False
task1\train_data\images\unlabeled\11382.jpeg,20,False
task1\train_data\images\unlabeled\11383.jpeg,30,False
task1\train_data\images\unlabeled\11384.jpeg,11,False
task1\train_data\images\unlabeled\11385.jpeg,71,False
task1\train_data\images\unlabeled\11386.jpeg,57,False
task1\train_data\images\unlabeled\11387.jpeg,99,False
task1\train_data\images\unlabeled\11388.jpeg,0,False
task1\train_data\images\unlabeled\11389.jpeg,63,False
task1\train_data\images\unlabeled\1139.jpeg,76,False
task1\train_data\images\unlabeled\11390.jpeg,13,False
task1\train_data\images\unlabeled\11391.jpeg,1,False
task1\train_data\images\unlabeled\11392.jpeg,3,False
task1\train_data\images\unlabeled\11393.jpeg,60,False
task1\train_data\images\unlabeled\11394.jpeg,7,False
task1\train_data\images\unlabeled\11395.jpeg,44,False
task1\train_data\images\unlabeled\11396.jpeg,4,False
task1\train_data\images\unlabeled\11397.jpeg,7,False
task1\train_data\images\unlabeled\11398.jpeg,30,False
task1\train_data\images\unlabeled\11399.jpeg,72,False
task1\train_data\images\unlabeled\114.jpeg,61,False
task1\train_data\images\unlabeled\1140.jpeg,61,False
task1\train_data\images\unlabeled\11400.jpeg,96,False
task1\train_data\images\unlabeled\11401.jpeg,38,False
task1\train_data\images\unlabeled\11402.jpeg,5,False
task1\train_data\images\unlabeled\11403.jpeg,38,False
task1\train_data\images\unlabeled\11404.jpeg,41,False
task1\train_data\images\unlabeled\11405.jpeg,3,False
task1\train_data\images\unlabeled\11406.jpeg,28,False
task1\train_data\images\unlabeled\11407.jpeg,40,False
task1\train_data\images\unlabeled\11408.jpeg,34,False
task1\train_data\images\unlabeled\11409.jpeg,70,False
task1\train_data\images\unlabeled\1141.jpeg,65,False
task1\train_data\images\unlabeled\11410.jpeg,70,False
task1\train_data\images\unlabeled\11411.jpeg,54,False
task1\train_data\images\unlabeled\11412.jpeg,2,False
task1\train_data\images\unlabeled\11413.jpeg,49,False
task1\train_data\images\unlabeled\11414.jpeg,54,False
task1\train_data\images\unlabeled\11415.jpeg,13,False
task1\train_data\images\unlabeled\11416.jpeg,92,False
task1\train_data\images\unlabeled\11417.jpeg,23,False
task1\train_data\images\unlabeled\11418.jpeg,58,False
task1\train_data\images\unlabeled\11419.jpeg,82,False
task1\train_data\images\unlabeled\1142.jpeg,11,False
task1\train_data\images\unlabeled\11420.jpeg,40,False
task1\train_data\images\unlabeled\11421.jpeg,26,False
task1\train_data\images\unlabeled\11422.jpeg,54,False
task1\train_data\images\unlabeled\11423.jpeg,74,False
task1\train_data\images\unlabeled\11424.jpeg,45,False
task1\train_data\images\unlabeled\11425.jpeg,79,False
task1\train_data\images\unlabeled\11426.jpeg,92,False
task1\train_data\images\unlabeled\11427.jpeg,89,False
task1\train_data\images\unlabeled\11428.jpeg,81,False
task1\train_data\images\unlabeled\11429.jpeg,51,False
task1\train_data\images\unlabeled\1143.jpeg,42,False
task1\train_data\images\unlabeled\11430.jpeg,64,False
task1\train_data\images\unlabeled\11431.jpeg,61,False
task1\train_data\images\unlabeled\11432.jpeg,76,False
task1\train_data\images\unlabeled\11433.jpeg,85,False
task1\train_data\images\unlabeled\11434.jpeg,77,False
task1\train_data\images\unlabeled\11435.jpeg,11,False
task1\train_data\images\unlabeled\11436.jpeg,83,False
task1\train_data\images\unlabeled\11437.jpeg,76,False
task1\train_data\images\unlabeled\11438.jpeg,5,False
task1\train_data\images\unlabeled\11439.jpeg,65,False
task1\train_data\images\unlabeled\1144.jpeg,92,False
task1\train_data\images\unlabeled\11440.jpeg,99,False
task1\train_data\images\unlabeled\11441.jpeg,73,False
task1\train_data\images\unlabeled\11442.jpeg,92,False
task1\train_data\images\unlabeled\11443.jpeg,39,False
task1\train_data\images\unlabeled\11444.jpeg,47,False
task1\train_data\images\unlabeled\11445.jpeg,76,False
task1\train_data\images\unlabeled\11446.jpeg,62,False
task1\train_data\images\unlabeled\11447.jpeg,95,False
task1\train_data\images\unlabeled\11448.jpeg,92,False
task1\train_data\images\unlabeled\11449.jpeg,50,False
task1\train_data\images\unlabeled\1145.jpeg,95,False
task1\train_data\images\unlabeled\11450.jpeg,21,False
task1\train_data\images\unlabeled\11451.jpeg,72,False
task1\train_data\images\unlabeled\11452.jpeg,34,False
task1\train_data\images\unlabeled\11453.jpeg,9,False
task1\train_data\images\unlabeled\11454.jpeg,42,False
task1\train_data\images\unlabeled\11455.jpeg,74,False
task1\train_data\images\unlabeled\11456.jpeg,81,False
task1\train_data\images\unlabeled\11457.jpeg,77,False
task1\train_data\images\unlabeled\11458.jpeg,93,False
task1\train_data\images\unlabeled\11459.jpeg,13,False
task1\train_data\images\unlabeled\1146.jpeg,76,False
task1\train_data\images\unlabeled\11460.jpeg,11,False
task1\train_data\images\unlabeled\11461.jpeg,45,False
task1\train_data\images\unlabeled\11462.jpeg,70,False
task1\train_data\images\unlabeled\11463.jpeg,93,False
task1\train_data\images\unlabeled\11464.jpeg,32,False
task1\train_data\images\unlabeled\11465.jpeg,70,False
task1\train_data\images\unlabeled\11466.jpeg,40,False
task1\train_data\images\unlabeled\11467.jpeg,13,False
task1\train_data\images\unlabeled\11468.jpeg,83,False
task1\train_data\images\unlabeled\11469.jpeg,42,False
task1\train_data\images\unlabeled\1147.jpeg,73,False
task1\train_data\images\unlabeled\11470.jpeg,59,False
task1\train_data\images\unlabeled\11471.jpeg,84,False
task1\train_data\images\unlabeled\11472.jpeg,98,False
task1\train_data\images\unlabeled\11473.jpeg,68,False
task1\train_data\images\unlabeled\11474.jpeg,46,False
task1\train_data\images\unlabeled\11475.jpeg,95,False
task1\train_data\images\unlabeled\11476.jpeg,65,False
task1\train_data\images\unlabeled\11477.jpeg,96,False
task1\train_data\images\unlabeled\11478.jpeg,76,False
task1\train_data\images\unlabeled\11479.jpeg,66,False
task1\train_data\images\unlabeled\1148.jpeg,97,False
task1\train_data\images\unlabeled\11480.jpeg,85,False
task1\train_data\images\unlabeled\11481.jpeg,18,False
task1\train_data\images\unlabeled\11482.jpeg,47,False
task1\train_data\images\unlabeled\11483.jpeg,75,False
task1\train_data\images\unlabeled\11484.jpeg,3,False
task1\train_data\images\unlabeled\11485.jpeg,61,False
task1\train_data\images\unlabeled\11486.jpeg,60,False
task1\train_data\images\unlabeled\11487.jpeg,77,False
task1\train_data\images\unlabeled\11488.jpeg,94,False
task1\train_data\images\unlabeled\11489.jpeg,79,False
task1\train_data\images\unlabeled\1149.jpeg,20,False
task1\train_data\images\unlabeled\11490.jpeg,23,False
task1\train_data\images\unlabeled\11491.jpeg,48,False
task1\train_data\images\unlabeled\11492.jpeg,36,False
task1\train_data\images\unlabeled\11493.jpeg,89,False
task1\train_data\images\unlabeled\11494.jpeg,9,False
task1\train_data\images\unlabeled\11495.jpeg,35,False
task1\train_data\images\unlabeled\11496.jpeg,10,False
task1\train_data\images\unlabeled\11497.jpeg,38,False
task1\train_data\images\unlabeled\11498.jpeg,67,False
task1\train_data\images\unlabeled\11499.jpeg,87,False
task1\train_data\images\unlabeled\115.jpeg,63,False
task1\train_data\images\unlabeled\1150.jpeg,84,False
task1\train_data\images\unlabeled\11500.jpeg,17,False
task1\train_data\images\unlabeled\11501.jpeg,79,False
task1\train_data\images\unlabeled\11502.jpeg,51,False
task1\train_data\images\unlabeled\11503.jpeg,36,False
task1\train_data\images\unlabeled\11504.jpeg,83,False
task1\train_data\images\unlabeled\11505.jpeg,41,False
task1\train_data\images\unlabeled\11506.jpeg,92,False
task1\train_data\images\unlabeled\11507.jpeg,19,False
task1\train_data\images\unlabeled\11508.jpeg,57,False
task1\train_data\images\unlabeled\11509.jpeg,67,False
task1\train_data\images\unlabeled\1151.jpeg,82,False
task1\train_data\images\unlabeled\11510.jpeg,1,False
task1\train_data\images\unlabeled\11511.jpeg,26,False
task1\train_data\images\unlabeled\11512.jpeg,27,False
task1\train_data\images\unlabeled\11513.jpeg,55,False
task1\train_data\images\unlabeled\11514.jpeg,59,False
task1\train_data\images\unlabeled\11515.jpeg,29,False
task1\train_data\images\unlabeled\11516.jpeg,41,False
task1\train_data\images\unlabeled\11517.jpeg,69,False
task1\train_data\images\unlabeled\11518.jpeg,49,False
task1\train_data\images\unlabeled\11519.jpeg,5,False
task1\train_data\images\unlabeled\1152.jpeg,57,False
task1\train_data\images\unlabeled\11520.jpeg,53,False
task1\train_data\images\unlabeled\11521.jpeg,8,False
task1\train_data\images\unlabeled\11522.jpeg,17,False
task1\train_data\images\unlabeled\11523.jpeg,59,False
task1\train_data\images\unlabeled\11524.jpeg,56,False
task1\train_data\images\unlabeled\11525.jpeg,59,False
task1\train_data\images\unlabeled\11526.jpeg,39,False
task1\train_data\images\unlabeled\11527.jpeg,29,False
task1\train_data\images\unlabeled\11528.jpeg,21,False
task1\train_data\images\unlabeled\11529.jpeg,49,False
task1\train_data\images\unlabeled\1153.jpeg,32,False
task1\train_data\images\unlabeled\11530.jpeg,10,False
task1\train_data\images\unlabeled\11531.jpeg,61,False
task1\train_data\images\unlabeled\11532.jpeg,53,False
task1\train_data\images\unlabeled\11533.jpeg,86,False
task1\train_data\images\unlabeled\11534.jpeg,34,False
task1\train_data\images\unlabeled\11535.jpeg,91,False
task1\train_data\images\unlabeled\11536.jpeg,57,False
task1\train_data\images\unlabeled\11537.jpeg,37,False
task1\train_data\images\unlabeled\11538.jpeg,13,False
task1\train_data\images\unlabeled\11539.jpeg,57,False
task1\train_data\images\unlabeled\1154.jpeg,23,False
task1\train_data\images\unlabeled\11540.jpeg,97,False
task1\train_data\images\unlabeled\11541.jpeg,96,False
task1\train_data\images\unlabeled\11542.jpeg,26,False
task1\train_data\images\unlabeled\11543.jpeg,95,False
task1\train_data\images\unlabeled\11544.jpeg,53,False
task1\train_data\images\unlabeled\11545.jpeg,75,False
task1\train_data\images\unlabeled\11546.jpeg,62,False
task1\train_data\images\unlabeled\11547.jpeg,84,False
task1\train_data\images\unlabeled\11548.jpeg,29,False
task1\train_data\images\unlabeled\11549.jpeg,6,False
task1\train_data\images\unlabeled\1155.jpeg,85,False
task1\train_data\images\unlabeled\11550.jpeg,85,False
task1\train_data\images\unlabeled\11551.jpeg,11,False
task1\train_data\images\unlabeled\11552.jpeg,4,False
task1\train_data\images\unlabeled\11553.jpeg,93,False
task1\train_data\images\unlabeled\11554.jpeg,75,False
task1\train_data\images\unlabeled\11555.jpeg,92,False
task1\train_data\images\unlabeled\11556.jpeg,53,False
task1\train_data\images\unlabeled\11557.jpeg,48,False
task1\train_data\images\unlabeled\11558.jpeg,83,False
task1\train_data\images\unlabeled\11559.jpeg,39,False
task1\train_data\images\unlabeled\1156.jpeg,0,False
task1\train_data\images\unlabeled\11560.jpeg,34,False
task1\train_data\images\unlabeled\11561.jpeg,83,False
task1\train_data\images\unlabeled\11562.jpeg,24,False
task1\train_data\images\unlabeled\11563.jpeg,22,False
task1\train_data\images\unlabeled\11564.jpeg,41,False
task1\train_data\images\unlabeled\11565.jpeg,8,False
task1\train_data\images\unlabeled\11566.jpeg,0,False
task1\train_data\images\unlabeled\11567.jpeg,79,False
task1\train_data\images\unlabeled\11568.jpeg,16,False
task1\train_data\images\unlabeled\11569.jpeg,25,False
task1\train_data\images\unlabeled\1157.jpeg,89,False
task1\train_data\images\unlabeled\11570.jpeg,34,False
task1\train_data\images\unlabeled\11571.jpeg,9,False
task1\train_data\images\unlabeled\11572.jpeg,23,False
task1\train_data\images\unlabeled\11573.jpeg,99,False
task1\train_data\images\unlabeled\11574.jpeg,96,False
task1\train_data\images\unlabeled\11575.jpeg,23,False
task1\train_data\images\unlabeled\11576.jpeg,53,False
task1\train_data\images\unlabeled\11577.jpeg,59,False
task1\train_data\images\unlabeled\11578.jpeg,0,False
task1\train_data\images\unlabeled\11579.jpeg,16,False
task1\train_data\images\unlabeled\1158.jpeg,83,False
task1\train_data\images\unlabeled\11580.jpeg,46,False
task1\train_data\images\unlabeled\11581.jpeg,0,False
task1\train_data\images\unlabeled\11582.jpeg,38,False
task1\train_data\images\unlabeled\11583.jpeg,55,False
task1\train_data\images\unlabeled\11584.jpeg,80,False
task1\train_data\images\unlabeled\11585.jpeg,84,False
task1\train_data\images\unlabeled\11586.jpeg,57,False
task1\train_data\images\unlabeled\11587.jpeg,26,False
task1\train_data\images\unlabeled\11588.jpeg,40,False
task1\train_data\images\unlabeled\11589.jpeg,66,False
task1\train_data\images\unlabeled\1159.jpeg,33,False
task1\train_data\images\unlabeled\11590.jpeg,14,False
task1\train_data\images\unlabeled\11591.jpeg,76,False
task1\train_data\images\unlabeled\11592.jpeg,73,False
task1\train_data\images\unlabeled\11593.jpeg,76,False
task1\train_data\images\unlabeled\11594.jpeg,85,False
task1\train_data\images\unlabeled\11595.jpeg,20,False
task1\train_data\images\unlabeled\11596.jpeg,67,False
task1\train_data\images\unlabeled\11597.jpeg,41,False
task1\train_data\images\unlabeled\11598.jpeg,69,False
task1\train_data\images\unlabeled\11599.jpeg,58,False
task1\train_data\images\unlabeled\116.jpeg,45,False
task1\train_data\images\unlabeled\1160.jpeg,97,False
task1\train_data\images\unlabeled\11600.jpeg,89,False
task1\train_data\images\unlabeled\11601.jpeg,25,False
task1\train_data\images\unlabeled\11602.jpeg,38,False
task1\train_data\images\unlabeled\11603.jpeg,48,False
task1\train_data\images\unlabeled\11604.jpeg,57,False
task1\train_data\images\unlabeled\11605.jpeg,47,False
task1\train_data\images\unlabeled\11606.jpeg,33,False
task1\train_data\images\unlabeled\11607.jpeg,12,False
task1\train_data\images\unlabeled\11608.jpeg,74,False
task1\train_data\images\unlabeled\11609.jpeg,47,False
task1\train_data\images\unlabeled\1161.jpeg,66,False
task1\train_data\images\unlabeled\11610.jpeg,54,False
task1\train_data\images\unlabeled\11611.jpeg,68,False
task1\train_data\images\unlabeled\11612.jpeg,26,False
task1\train_data\images\unlabeled\11613.jpeg,5,False
task1\train_data\images\unlabeled\11614.jpeg,97,False
task1\train_data\images\unlabeled\11615.jpeg,60,False
task1\train_data\images\unlabeled\11616.jpeg,92,False
task1\train_data\images\unlabeled\11617.jpeg,46,False
task1\train_data\images\unlabeled\11618.jpeg,71,False
task1\train_data\images\unlabeled\11619.jpeg,53,False
task1\train_data\images\unlabeled\1162.jpeg,24,False
task1\train_data\images\unlabeled\11620.jpeg,30,False
task1\train_data\images\unlabeled\11621.jpeg,3,False
task1\train_data\images\unlabeled\11622.jpeg,76,False
task1\train_data\images\unlabeled\11623.jpeg,59,False
task1\train_data\images\unlabeled\11624.jpeg,92,False
task1\train_data\images\unlabeled\11625.jpeg,58,False
task1\train_data\images\unlabeled\11626.jpeg,36,False
task1\train_data\images\unlabeled\11627.jpeg,30,False
task1\train_data\images\unlabeled\11628.jpeg,89,False
task1\train_data\images\unlabeled\11629.jpeg,9,False
task1\train_data\images\unlabeled\1163.jpeg,92,False
task1\train_data\images\unlabeled\11630.jpeg,15,False
task1\train_data\images\unlabeled\11631.jpeg,51,False
task1\train_data\images\unlabeled\11632.jpeg,33,False
task1\train_data\images\unlabeled\11633.jpeg,42,False
task1\train_data\images\unlabeled\11634.jpeg,46,False
task1\train_data\images\unlabeled\11635.jpeg,7,False
task1\train_data\images\unlabeled\11636.jpeg,99,False
task1\train_data\images\unlabeled\11637.jpeg,39,False
task1\train_data\images\unlabeled\11638.jpeg,45,False
task1\train_data\images\unlabeled\11639.jpeg,29,False
task1\train_data\images\unlabeled\1164.jpeg,44,False
task1\train_data\images\unlabeled\11640.jpeg,61,False
task1\train_data\images\unlabeled\11641.jpeg,78,False
